Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
HG02813	('chr1', 1.3322866134845044)	('chr10', 1.0302707755336324)	('chr11', 1.2004974797350343)	('chr12', 1.3113178231646514)	('chr13', 0.5708269458644608)	('chr14', 0.9273346659736977)	('chr15', 1.162829852894586)	('chr16', 1.295184074185775)	('chr17', 1.9278473903110567)	('chr18', 0.6673570423360744)	('chr19', 2.5662717754420785)	('chr2', 1.0949791668194593)	('chr20', 1.0763445426431844)	('chr21', 0.7463884452915033)	('chr22', 1.1415756480950852)	('chr3', 0.9455643813283314)	('chr4', 0.7110258590817828)	('chr5', 0.7936742267691264)	('chr6', 0.8690779264601016)	('chr7', 1.0440481553659324)	('chr8', 0.7363302118630384)	('chr9', 0.9444310710221707)	('chr16_KI270853v1_alt', 1.8080230252031302)	('chr17_KI270857v1_alt', 2.2107443917185745)	('chr15_KI270905v1_alt', 0.8125137643910051)	('chrX', 0.5305277901382287)	('chrY', 0.3351414544051679)
HG02814	('chr1', 1.3188010428044767)	('chr10', 1.0637949533693511)	('chr11', 1.1578456145210019)	('chr12', 1.2404212272769661)	('chr13', 0.5927632355139167)	('chr14', 0.9342508619724768)	('chr15', 1.137088226153556)	('chr16', 1.2468620863373217)	('chr17', 1.842286634433287)	('chr18', 0.6308459687041845)	('chr19', 2.3462030183373126)	('chr2', 1.0783827101679844)	('chr20', 1.0202014854349328)	('chr21', 0.7400514720338223)	('chr22', 1.0352148561359977)	('chr3', 0.9220555815380008)	('chr4', 0.7160978092401419)	('chr5', 0.7946088042075559)	('chr6', 0.8601989338401809)	('chr7', 1.0423977308518315)	('chr8', 0.7408580155312051)	('chr9', 0.9536656934099875)	('chr16_KI270853v1_alt', 2.1907214371210393)	('chr17_KI270857v1_alt', 1.9862577805534123)	('chr15_KI270905v1_alt', 0.7435468669950412)	('chrX', 1.0057728521034506)	('chrY', 0.05066320931292373)
HG02840	('chr1', 1.3017556104780892)	('chr10', 1.022697363000606)	('chr11', 1.1787958519993873)	('chr12', 1.2236176284263462)	('chr13', 0.5548544841292968)	('chr14', 0.9272840779626109)	('chr15', 1.1164438724890835)	('chr16', 1.29570609987883)	('chr17', 1.8683911248924447)	('chr18', 0.6620674726559773)	('chr19', 2.4084470775416644)	('chr2', 1.1009020404053256)	('chr20', 0.997675034323409)	('chr21', 0.7083927763444775)	('chr22', 1.082778557749592)	('chr3', 0.9496909499179259)	('chr4', 0.7166400419161284)	('chr5', 0.7961546617090712)	('chr6', 0.8502163366308587)	('chr7', 1.0291755841649448)	('chr8', 0.7501126131936269)	('chr9', 0.9522574207617317)	('chr16_KI270853v1_alt', 1.9055529644735698)	('chr17_KI270857v1_alt', 1.8109943281320724)	('chr15_KI270905v1_alt', 0.8455977593312891)	('chrX', 1.008882574373429)	('chrY', 0.045461221879548104)
HG02852	('chr1', 1.2967167408560591)	('chr10', 1.0305092292664784)	('chr11', 1.1743209999180733)	('chr12', 1.245793174148544)	('chr13', 0.5690638442115065)	('chr14', 0.9282475836798293)	('chr15', 1.1240616922300064)	('chr16', 1.283672300117238)	('chr17', 1.8851049876883914)	('chr18', 0.6515521670058451)	('chr19', 2.4544858661374325)	('chr2', 1.0891942236268912)	('chr20', 1.02497241138875)	('chr21', 0.7168512477292404)	('chr22', 1.103964122220578)	('chr3', 0.9316460868684355)	('chr4', 0.7099616618637461)	('chr5', 0.7929691069107132)	('chr6', 0.8446979732703829)	('chr7', 1.0273497860185894)	('chr8', 0.7294209781779306)	('chr9', 0.9637202193537971)	('chr16_KI270853v1_alt', 1.6374595666275005)	('chr17_KI270857v1_alt', 2.2797601756890202)	('chr15_KI270905v1_alt', 0.845802621349813)	('chrX', 0.9858926289748838)	('chrY', 0.04712725799925895)
HG02878	('chr1', 1.2509861073715276)	('chr10', 1.0905299449274743)	('chr11', 1.1529313629073683)	('chr12', 1.2098925548153991)	('chr13', 0.6665119105263041)	('chr14', 0.9293006089506989)	('chr15', 1.0857124129700404)	('chr16', 1.2994533777325632)	('chr17', 1.698673932035553)	('chr18', 0.7646221968543161)	('chr19', 2.094819177047829)	('chr2', 1.084041536665472)	('chr20', 1.0878111723120136)	('chr21', 0.8017959400277236)	('chr22', 1.0572396363355734)	('chr3', 0.9697353686339873)	('chr4', 0.8309245142449077)	('chr5', 0.8827074894322394)	('chr6', 0.8982152940674956)	('chr7', 1.068627027418575)	('chr8', 0.8468482195891388)	('chr9', 0.970061150174964)	('chr16_KI270853v1_alt', 1.5282453702409844)	('chr17_KI270857v1_alt', 1.4534779403659264)	('chr15_KI270905v1_alt', 0.745381499034243)	('chrX', 0.5185099840279261)	('chrY', 0.38436257330284573)
HG02895	('chr1', 1.3276230238751487)	('chr10', 1.0442523176217344)	('chr11', 1.1978269298782518)	('chr12', 1.2695088144624724)	('chr13', 0.5787282870902107)	('chr14', 0.9509774222344634)	('chr15', 1.1252641902708413)	('chr16', 1.3115526324710851)	('chr17', 1.9003518592284279)	('chr18', 0.6740969057234871)	('chr19', 2.495612615099202)	('chr2', 1.1009336388453015)	('chr20', 1.064428608792163)	('chr21', 0.7354988182191285)	('chr22', 1.1301254345092502)	('chr3', 0.9514892756695735)	('chr4', 0.7296450869882675)	('chr5', 0.8181980858736522)	('chr6', 0.85999532011776)	('chr7', 1.0367068895767724)	('chr8', 0.7508030493280209)	('chr9', 0.9638782437480757)	('chr16_KI270853v1_alt', 1.825032395300016)	('chr17_KI270857v1_alt', 1.7712485625281498)	('chr15_KI270905v1_alt', 0.8399160056612404)	('chrX', 0.5308833209570788)	('chrY', 0.3334034047442376)
HG02977	('chr1', 1.3309064805946509)	('chr10', 1.0411984722703447)	('chr11', 1.2075260057559316)	('chr12', 1.2623302228343827)	('chr13', 0.566183520107629)	('chr14', 0.9435335474450588)	('chr15', 1.12451121812478)	('chr16', 1.3244225174148463)	('chr17', 1.9552384283223216)	('chr18', 0.6573513022855791)	('chr19', 2.578217228122978)	('chr2', 1.0819841105697658)	('chr20', 1.0612836360376776)	('chr21', 0.735337033463667)	('chr22', 1.1542009870814178)	('chr3', 0.9428823586915068)	('chr4', 0.7078816136757551)	('chr5', 0.7997860853248115)	('chr6', 0.8521143164651245)	('chr7', 1.0672825341774246)	('chr8', 0.7480178688425105)	('chr9', 0.9667492363125472)	('chr16_KI270853v1_alt', 1.6830670200335305)	('chr17_KI270857v1_alt', 2.2215523245958453)	('chr15_KI270905v1_alt', 0.8370146185086142)	('chrX', 0.5302300223711474)	('chrY', 0.31198300872453405)
HG02981	('chr1', 1.3176685609667347)	('chr10', 1.046037455500771)	('chr11', 1.2119163786297342)	('chr12', 1.2713648920130447)	('chr13', 0.5775762384826889)	('chr14', 0.9410599389698531)	('chr15', 1.126548787859879)	('chr16', 1.295271254133526)	('chr17', 1.925423347356899)	('chr18', 0.6762435151838224)	('chr19', 2.5491496774459224)	('chr2', 1.0973169361449249)	('chr20', 1.0694348077369848)	('chr21', 0.7428804160383716)	('chr22', 1.1479591565926066)	('chr3', 0.9516888897801618)	('chr4', 0.7237701027267326)	('chr5', 0.8112028960704419)	('chr6', 0.8612138275540828)	('chr7', 1.054575058825342)	('chr8', 0.7425752691419453)	('chr9', 0.9636747922704052)	('chr16_KI270853v1_alt', 1.6871567119073392)	('chr17_KI270857v1_alt', 1.8874095695085378)	('chr15_KI270905v1_alt', 0.8504718271181829)	('chrX', 0.528399725941329)	('chrY', 0.31884911491703366)
HG02982	('chr1', 1.3297510500856322)	('chr10', 1.066916223898372)	('chr11', 1.2437325783434479)	('chr12', 1.2600296473002108)	('chr13', 0.5544021929548141)	('chr14', 0.9344740827866529)	('chr15', 1.1249377627128587)	('chr16', 1.344870160670061)	('chr17', 1.9526378690561987)	('chr18', 0.6602000545981012)	('chr19', 2.6002210658385394)	('chr2', 1.070881427257752)	('chr20', 1.0894441899812475)	('chr21', 0.7174218447277222)	('chr22', 1.1649828903177006)	('chr3', 0.9620390460947381)	('chr4', 0.6902055462524375)	('chr5', 0.7858446591271316)	('chr6', 0.8551930884080505)	('chr7', 1.0619316817080755)	('chr8', 0.7342273928899515)	('chr9', 0.9524048591611747)	('chr16_KI270853v1_alt', 2.0183424124161737)	('chr17_KI270857v1_alt', 2.1092204784366473)	('chr15_KI270905v1_alt', 0.8104823038431435)	('chrX', 0.5185676693880865)	('chrY', 0.3408646097604388)
HG03076	('chr1', 1.4039785766283068)	('chr10', 0.9643112984858547)	('chr11', 1.3102294819709777)	('chr12', 1.2190569323731206)	('chr13', 0.43686451918803576)	('chr14', 0.9113227706172576)	('chr15', 1.0813791630999845)	('chr16', 1.5051753083159467)	('chr17', 2.2893095106130517)	('chr18', 0.5398381525008045)	('chr19', 3.110843228042641)	('chr2', 0.9015367049919412)	('chr20', 1.1690879455306895)	('chr21', 0.685221999588367)	('chr22', 1.3445506564298144)	('chr3', 0.8759718630531232)	('chr4', 0.5786623317917958)	('chr5', 0.7467966385378083)	('chr6', 0.7944808378515917)	('chr7', 0.9266845214103535)	('chr8', 0.6620730564897264)	('chr9', 0.9729547956801642)	('chr16_KI270853v1_alt', 1.7466562926653282)	('chr17_KI270857v1_alt', 2.9788678321920674)	('chr15_KI270905v1_alt', 0.7354613531179186)	('chrX', 0.9393174509245318)	('chrY', 0.03756614203693663)
HG03078	('chr1', 1.4389222420555345)	('chr10', 0.998722799254705)	('chr11', 1.3000664151108332)	('chr12', 1.246121680977424)	('chr13', 0.4890034889376099)	('chr14', 0.9269740428610921)	('chr15', 1.1304670545821323)	('chr16', 1.4476956215159378)	('chr17', 2.204189570071989)	('chr18', 0.5872696706320352)	('chr19', 2.9446432404357736)	('chr2', 0.9635664706628007)	('chr20', 1.1201325240960756)	('chr21', 0.7214110657465771)	('chr22', 1.2517157227715154)	('chr3', 0.9060834442727286)	('chr4', 0.6373755057933899)	('chr5', 0.781219488057375)	('chr6', 0.8368621040551476)	('chr7', 0.978615985160232)	('chr8', 0.6690434942543853)	('chr9', 0.9807787920725379)	('chr16_KI270853v1_alt', 1.7104200696154768)	('chr17_KI270857v1_alt', 2.358209319098775)	('chr15_KI270905v1_alt', 0.8041983285284905)	('chrX', 0.5136706342923893)	('chrY', 0.18983580300152966)
HG03105	('chr1', 1.3049655940023923)	('chr10', 1.0278336853908325)	('chr11', 1.1812466342360084)	('chr12', 1.2545332933832165)	('chr13', 0.5661717588234908)	('chr14', 0.9456785786101719)	('chr15', 1.1353395610508128)	('chr16', 1.2654303567118517)	('chr17', 1.9141865952444934)	('chr18', 0.6529322755423511)	('chr19', 2.4516619626270897)	('chr2', 1.087055140366897)	('chr20', 1.035655458753627)	('chr21', 0.7226882179471148)	('chr22', 1.1271389655154511)	('chr3', 0.9327088230085863)	('chr4', 0.7062292355275074)	('chr5', 0.7938677876804716)	('chr6', 0.8427008281072579)	('chr7', 1.029166875703465)	('chr8', 0.7310026112260896)	('chr9', 0.9440334163637453)	('chr16_KI270853v1_alt', 1.797960927940057)	('chr17_KI270857v1_alt', 2.1554963129010347)	('chr15_KI270905v1_alt', 0.8420786448203792)	('chrX', 0.9608002278668175)	('chrY', 0.0469221007851862)
HG03139	('chr1', 1.3231481159181564)	('chr10', 1.0606391213762005)	('chr11', 1.1997064033299392)	('chr12', 1.2785586148268593)	('chr13', 0.5795224223461798)	('chr14', 0.9484262292191594)	('chr15', 1.1113212710560298)	('chr16', 1.2820367101452232)	('chr17', 1.9134451903394178)	('chr18', 0.6722009286593663)	('chr19', 2.480165886129874)	('chr2', 1.1100521905484055)	('chr20', 1.0565305361627657)	('chr21', 0.7335838246866732)	('chr22', 1.1242691730861498)	('chr3', 0.9520847113994196)	('chr4', 0.7278881497993667)	('chr5', 0.8136306754823759)	('chr6', 0.8630411277854564)	('chr7', 1.0614143353290586)	('chr8', 0.7616970335256403)	('chr9', 0.9638529469505459)	('chr16_KI270853v1_alt', 1.7276660397903767)	('chr17_KI270857v1_alt', 2.017734676144199)	('chr15_KI270905v1_alt', 0.8222111235698034)	('chrX', 0.5318023436681967)	('chrY', 0.3083160748686141)
HG03157	('chr1', 1.3233930360084891)	('chr10', 1.0527878816064402)	('chr11', 1.192172848530982)	('chr12', 1.2757710200807881)	('chr13', 0.5936947495992574)	('chr14', 0.9330144572125113)	('chr15', 1.1475315586950905)	('chr16', 1.2968109458901116)	('chr17', 1.9096708420976651)	('chr18', 0.6820575964348219)	('chr19', 2.4399572530847693)	('chr2', 1.112035030942567)	('chr20', 1.050475600598166)	('chr21', 0.7323683489279201)	('chr22', 1.1066687293347979)	('chr3', 0.9521578358680086)	('chr4', 0.7328714985258786)	('chr5', 0.8144340545032362)	('chr6', 0.8649751495144686)	('chr7', 1.0614945708167758)	('chr8', 0.7412501010746269)	('chr9', 0.9639694921987925)	('chr16_KI270853v1_alt', 1.68523435122225)	('chr17_KI270857v1_alt', 2.0952220066222753)	('chr15_KI270905v1_alt', 0.8368649902190849)	('chrX', 0.5276790070141076)	('chrY', 0.31124638400003096)
HG03267	('chr1', 1.2970490932504055)	('chr10', 1.0256473213461914)	('chr11', 1.1809990119039284)	('chr12', 1.2477159405424325)	('chr13', 0.5618896183952559)	('chr14', 0.9287132551688521)	('chr15', 1.1088702407380804)	('chr16', 1.2790063520037698)	('chr17', 1.8941537204031464)	('chr18', 0.6530588648110905)	('chr19', 2.5141147354596742)	('chr2', 1.075076991732182)	('chr20', 1.0416192140083893)	('chr21', 0.7195815175839648)	('chr22', 1.1287951155840312)	('chr3', 0.9285023826881286)	('chr4', 0.7024909202039661)	('chr5', 0.7905994502614562)	('chr6', 0.8411857681137651)	('chr7', 1.0270155772575391)	('chr8', 0.7350043458754644)	('chr9', 0.9444125543070827)	('chr16_KI270853v1_alt', 1.8602754114132518)	('chr17_KI270857v1_alt', 2.0352284570978703)	('chr15_KI270905v1_alt', 0.7932144758559536)	('chrX', 1.0058871430518013)	('chrY', 0.04428200294920701)
HG03303	('chr1', 1.293212788537308)	('chr10', 1.0431606701805174)	('chr11', 1.1667707740174822)	('chr12', 1.2566793451185285)	('chr13', 0.5907548892574291)	('chr14', 0.9314011139664938)	('chr15', 1.11067623040807)	('chr16', 1.2486442547053496)	('chr17', 1.8479038595219068)	('chr18', 0.6735806529000083)	('chr19', 2.3437358172388008)	('chr2', 1.1029434193986376)	('chr20', 1.0321978214089864)	('chr21', 0.7275429874245661)	('chr22', 1.0637792890837146)	('chr3', 0.9450157149262962)	('chr4', 0.7306815627338328)	('chr5', 0.8099590007471323)	('chr6', 0.858104402390389)	('chr7', 1.0240373367745614)	('chr8', 0.7408283961081062)	('chr9', 0.9564993981782092)	('chr16_KI270853v1_alt', 1.6709812815928096)	('chr17_KI270857v1_alt', 1.7691791504783676)	('chr15_KI270905v1_alt', 0.8132808757626763)	('chrX', 0.982962260831913)	('chrY', 0.045810245951658134)
HG03436	('chr1', 1.4224299857234814)	('chr10', 1.0116986693228018)	('chr11', 1.2973665836516142)	('chr12', 1.2391089415337153)	('chr13', 0.49234074351390267)	('chr14', 0.9241489154358394)	('chr15', 1.1502073631721645)	('chr16', 1.4284458998287175)	('chr17', 2.2126548922891764)	('chr18', 0.587007456458852)	('chr19', 2.911365603471628)	('chr2', 0.9590616246190843)	('chr20', 1.120286054241843)	('chr21', 0.7146093872373835)	('chr22', 1.225597817938502)	('chr3', 0.9059632142202596)	('chr4', 0.6555781783850453)	('chr5', 0.7785929581619105)	('chr6', 0.8443073229933025)	('chr7', 0.9621588271930358)	('chr8', 0.6982321754116562)	('chr9', 0.9738639123241635)	('chr16_KI270853v1_alt', 1.6123867745830225)	('chr17_KI270857v1_alt', 2.876442935611147)	('chr15_KI270905v1_alt', 0.8120049581193091)	('chrX', 0.522652111571395)	('chrY', 0.18416366305980822)
HG03437	('chr1', 1.3911801665186136)	('chr10', 0.9921318672727926)	('chr11', 1.2738563567167251)	('chr12', 1.2194805216254208)	('chr13', 0.4805107403247241)	('chr14', 0.9234018399181361)	('chr15', 1.1015258865607804)	('chr16', 1.4278699010456029)	('chr17', 2.162289750769837)	('chr18', 0.5708397137919924)	('chr19', 2.8775385603157755)	('chr2', 0.9405704862631257)	('chr20', 1.0997750340643808)	('chr21', 0.7053895104869033)	('chr22', 1.2241084460910852)	('chr3', 0.885408370900399)	('chr4', 0.6337373124022466)	('chr5', 0.7652378267636634)	('chr6', 0.8243660420027313)	('chr7', 0.9428781682940163)	('chr8', 0.6798174222401304)	('chr9', 0.9674652650965065)	('chr16_KI270853v1_alt', 1.814702325348374)	('chr17_KI270857v1_alt', 2.362307603326568)	('chr15_KI270905v1_alt', 0.6766577331866594)	('chrX', 0.9671648615239393)	('chrY', 0.03600641164277916)
HG03446	('chr1', 1.305348489617603)	('chr10', 1.0299915897368188)	('chr11', 1.1788971724996924)	('chr12', 1.246267740278942)	('chr13', 0.5609892533940585)	('chr14', 0.9173955070422642)	('chr15', 1.105041856702951)	('chr16', 1.2919812701550688)	('chr17', 1.9041075615429506)	('chr18', 0.6548609157819492)	('chr19', 2.495918545384745)	('chr2', 1.0759081897565188)	('chr20', 1.0468150213846665)	('chr21', 0.735493792376168)	('chr22', 1.1158321375846618)	('chr3', 0.9285452042631236)	('chr4', 0.7119295206940545)	('chr5', 0.7955774240550565)	('chr6', 0.8385476425925475)	('chr7', 1.0326024722557123)	('chr8', 0.739040300250785)	('chr9', 0.9510025115219795)	('chr16_KI270853v1_alt', 1.7497193631772923)	('chr17_KI270857v1_alt', 2.148363282507407)	('chr15_KI270905v1_alt', 0.8113015936261017)	('chrX', 0.9551177488788933)	('chrY', 0.0533537250476247)
HG03558	('chr1', 1.2533618148299464)	('chr10', 1.0098735375284722)	('chr11', 1.167244689685342)	('chr12', 1.0581274903224382)	('chr13', 0.48403719109415916)	('chr14', 0.8046014261416224)	('chr15', 1.2243676705109523)	('chr16', 1.6210726111110232)	('chr17', 1.9642847843893263)	('chr18', 0.5555378751695518)	('chr19', 2.534864296424407)	('chr2', 1.0110733662337659)	('chr20', 1.0613455522214885)	('chr21', 0.7390229242169972)	('chr22', 1.5105602658228177)	('chr3', 0.8236309255437835)	('chr4', 0.5952679443061304)	('chr5', 0.7720664979398608)	('chr6', 0.7292228795821786)	('chr7', 1.0862254241254297)	('chr8', 0.7645545150518215)	('chr9', 1.0647604298849116)	('chr16_KI270853v1_alt', 3.036958165383141)	('chr17_KI270857v1_alt', 2.434672588942607)	('chr15_KI270905v1_alt', 1.7521154727484527)	('chrX', 1.0332224632233364)	('chrY', 0.06343035548809027)
HG03572	('chr1', 1.40979190213128)	('chr10', 0.9902405323833243)	('chr11', 1.266921237378062)	('chr12', 1.2119425091673002)	('chr13', 0.4754487996972022)	('chr14', 0.9229827911057434)	('chr15', 1.1074369791997323)	('chr16', 1.4156443292431278)	('chr17', 2.132721774643985)	('chr18', 0.5780708466101177)	('chr19', 2.878167592190576)	('chr2', 0.9434208610984992)	('chr20', 1.1021447181463087)	('chr21', 0.6999215212047157)	('chr22', 1.221370701341988)	('chr3', 0.8911335488011926)	('chr4', 0.6327446850678496)	('chr5', 0.7663700601494097)	('chr6', 0.8172682890698759)	('chr7', 0.946958237853094)	('chr8', 0.6774176578058034)	('chr9', 0.9619118862359475)	('chr16_KI270853v1_alt', 1.6875880079173888)	('chr17_KI270857v1_alt', 1.913618324688265)	('chr15_KI270905v1_alt', 0.7710883050739072)	('chrX', 0.9926321806168603)	('chrY', 0.03355278261141341)
HG03603	('chr1', 1.3161871340244464)	('chr10', 1.0457578225707156)	('chr11', 1.2009655071338772)	('chr12', 1.2712589273407298)	('chr13', 0.5774613326507829)	('chr14', 0.9435898020673307)	('chr15', 1.120517495543733)	('chr16', 1.2904665996206248)	('chr17', 1.9020670915300497)	('chr18', 0.6628416564526827)	('chr19', 2.52712092579489)	('chr2', 1.1086843574323744)	('chr20', 1.0613684203691407)	('chr21', 0.7444790636590564)	('chr22', 1.126149483882225)	('chr3', 0.9493219368518819)	('chr4', 0.7243188128412301)	('chr5', 0.8122129798676735)	('chr6', 0.8634548371964911)	('chr7', 1.0681502402839156)	('chr8', 0.7441102554003592)	('chr9', 0.9665716341171205)	('chr16_KI270853v1_alt', 1.80670476729186)	('chr17_KI270857v1_alt', 1.60678558374833)	('chr15_KI270905v1_alt', 0.8695399918808568)	('chrX', 0.53105469881022)	('chrY', 0.3112797626618047)
HG03619	('chr1', 1.1739252077887459)	('chr10', 1.0702911043985308)	('chr11', 1.1173967868511423)	('chr12', 1.157131860041721)	('chr13', 0.7146821437247103)	('chr14', 0.9122691155098331)	('chr15', 0.9986627843319383)	('chr16', 1.1579367714385265)	('chr17', 1.4433136621463365)	('chr18', 0.8491003235537676)	('chr19', 1.7448830947375495)	('chr2', 1.0851540371049833)	('chr20', 1.063424946772033)	('chr21', 0.861123260881652)	('chr22', 0.9697396999670346)	('chr3', 0.994718789319752)	('chr4', 0.8930667455792228)	('chr5', 0.9301633091125808)	('chr6', 0.9284880511951494)	('chr7', 1.0498987974377056)	('chr8', 0.8813493423620273)	('chr9', 0.9523642267399829)	('chr16_KI270853v1_alt', 1.3244907352219992)	('chr17_KI270857v1_alt', 1.0520499315614085)	('chr15_KI270905v1_alt', 0.7229890145191844)	('chrX', 1.0601425368594488)	('chrY', 0.07844970414300927)
HG03672	('chr1', 1.3055306986222817)	('chr10', 1.0630938557227)	('chr11', 1.19445809626871)	('chr12', 1.2601419601014443)	('chr13', 0.5878879818907906)	('chr14', 0.947807705819196)	('chr15', 1.1480283298662084)	('chr16', 1.2596696103031277)	('chr17', 1.8357815735493692)	('chr18', 0.7016385639939436)	('chr19', 2.3791331489672816)	('chr2', 1.1200194928027136)	('chr20', 1.0525627200068124)	('chr21', 0.7341481464325698)	('chr22', 1.0979367854265993)	('chr3', 0.9558648978337365)	('chr4', 0.7466915898358024)	('chr5', 0.8207525216477755)	('chr6', 0.8699627030667766)	('chr7', 1.0662361210533602)	('chr8', 0.7655585593542841)	('chr9', 0.9737530024890616)	('chr16_KI270853v1_alt', 1.8147533940947618)	('chr17_KI270857v1_alt', 1.7390443846366537)	('chr15_KI270905v1_alt', 0.8880729702395925)	('chrX', 0.5396218045781669)	('chrY', 0.3352258687580861)
HG03723	('chr1', 1.2784216262261456)	('chr10', 1.0441590478687823)	('chr11', 1.1701309882571218)	('chr12', 1.2446718720022516)	('chr13', 0.5916450245428437)	('chr14', 0.9269720258708727)	('chr15', 1.1272274434870238)	('chr16', 1.1962543720442989)	('chr17', 1.735125576899392)	('chr18', 0.6881652464650313)	('chr19', 2.2287591296410643)	('chr2', 1.1205864884280992)	('chr20', 1.0207053848979877)	('chr21', 0.7139360237491977)	('chr22', 1.0344300881812127)	('chr3', 0.9470961979548497)	('chr4', 0.7536665657439694)	('chr5', 0.8172179500777857)	('chr6', 0.8623205004501767)	('chr7', 1.0383896548560176)	('chr8', 0.7537816269623085)	('chr9', 0.9573515165756907)	('chr16_KI270853v1_alt', 1.8289114327228182)	('chr17_KI270857v1_alt', 1.6264820755275045)	('chr15_KI270905v1_alt', 0.8941190909778703)	('chrX', 1.0468418620571907)	('chrY', 0.04254935358946162)
HG03790	('chr1', 1.3007363045347624)	('chr10', 1.0643740480591612)	('chr11', 1.18373155187126)	('chr12', 1.2623079721746844)	('chr13', 0.6130535876488757)	('chr14', 0.9292258690427437)	('chr15', 1.1535834870743849)	('chr16', 1.241297287085494)	('chr17', 1.7589152216386768)	('chr18', 0.7091031109314944)	('chr19', 2.286590192638359)	('chr2', 1.1308385607023705)	('chr20', 1.0474885292186065)	('chr21', 0.7586583113675662)	('chr22', 1.0568729659051375)	('chr3', 0.9635984353869226)	('chr4', 0.7678831013832967)	('chr5', 0.8391062966520335)	('chr6', 0.8813290367286285)	('chr7', 1.0742874513222693)	('chr8', 0.7669925925371333)	('chr9', 0.9705669772541714)	('chr16_KI270853v1_alt', 1.7569388408813642)	('chr17_KI270857v1_alt', 1.4008914887489896)	('chr15_KI270905v1_alt', 0.8931230398392431)	('chrX', 0.5334529306646586)	('chrY', 0.3307569687115657)
HG03814	('chr1', 1.2977329861727456)	('chr10', 1.0280452852174509)	('chr11', 1.1825868388343663)	('chr12', 1.2623772983628727)	('chr13', 0.5671200360815907)	('chr14', 0.9490121705590459)	('chr15', 1.1197131783722993)	('chr16', 1.259042506820323)	('chr17', 1.8745566025413143)	('chr18', 0.6605165265052947)	('chr19', 2.4685431716019117)	('chr2', 1.0926300681442072)	('chr20', 1.0440088474928684)	('chr21', 0.7240361324987481)	('chr22', 1.1110320188621472)	('chr3', 0.9419923447354489)	('chr4', 0.7122012613765909)	('chr5', 0.798266195449498)	('chr6', 0.8515469798865378)	('chr7', 1.0380579741498694)	('chr8', 0.7212672177189444)	('chr9', 0.9457471249084797)	('chr16_KI270853v1_alt', 1.6837072206821102)	('chr17_KI270857v1_alt', 1.525096073158336)	('chr15_KI270905v1_alt', 0.8463334165608489)	('chrX', 0.967830480578208)	('chrY', 0.041279658415997254)
NA06989	('chr1', 1.2352808545587453)	('chr10', 1.0431323085843314)	('chr11', 1.1380475912882404)	('chr12', 1.1340074577726917)	('chr13', 0.7247162357090996)	('chr14', 0.9081447337240979)	('chr15', 0.9769598705141654)	('chr16', 1.134237225546495)	('chr17', 1.492496457824395)	('chr18', 0.8514867285734556)	('chr19', 1.711780030951306)	('chr2', 1.0217331319384486)	('chr20', 1.111460613828618)	('chr21', 0.8552235813253329)	('chr22', 0.941294697858473)	('chr3', 1.0018282862867811)	('chr4', 0.8975769434798897)	('chr5', 0.9543099402706211)	('chr6', 0.9536670813098046)	('chr7', 0.9988243017349824)	('chr8', 0.8770626678306731)	('chr9', 0.926815477354773)	('chr16_KI270853v1_alt', 0.9443043278697505)	('chr17_KI270857v1_alt', 1.198548435333455)	('chr15_KI270905v1_alt', 0.5944463279842994)	('chrX', 1.0325956864820347)	('chrY', 0.07460869192536125)
NA11840	('chr1', 1.3645313284122293)	('chr10', 1.0471585715414873)	('chr11', 1.1682847303777615)	('chr12', 1.208482902402608)	('chr13', 0.6089521033518869)	('chr14', 0.9262219547907501)	('chr15', 1.0929643396384934)	('chr16', 1.1301679043290351)	('chr17', 1.7056355857972092)	('chr18', 0.7035614155722503)	('chr19', 2.113134069172114)	('chr2', 1.054480842069115)	('chr20', 0.9938853914713558)	('chr21', 0.7434842438302781)	('chr22', 0.9366716617689734)	('chr3', 0.9446287183439839)	('chr4', 0.7896372483817353)	('chr5', 0.856919350419088)	('chr6', 0.9171142780806091)	('chr7', 0.9969161285311576)	('chr8', 0.7724332738135914)	('chr9', 0.9477509723769185)	('chr16_KI270853v1_alt', 1.4634136708325012)	('chr17_KI270857v1_alt', 1.594595451392599)	('chr15_KI270905v1_alt', 0.7291570060868663)	('chrX', 1.023164594232355)	('chrY', 0.040793942171979694)
NA12046	('chr1', 1.394226080135781)	('chr10', 1.0043426640350523)	('chr11', 1.2051084064004387)	('chr12', 1.0983294474332184)	('chr13', 0.4984924820625531)	('chr14', 0.8368019461909116)	('chr15', 1.0183609644337086)	('chr16', 1.3478198189331096)	('chr17', 1.9491276629070258)	('chr18', 0.5805352657932995)	('chr19', 2.4071156406595944)	('chr2', 1.079650801221938)	('chr20', 1.056412452500397)	('chr21', 0.6864356667594498)	('chr22', 1.3187308101323472)	('chr3', 0.9042496710648423)	('chr4', 0.663497130945016)	('chr5', 0.8169424852472432)	('chr6', 0.7424883812687288)	('chr7', 0.9940418838078574)	('chr8', 0.6492525290411717)	('chr9', 0.9502954243906023)	('chr16_KI270853v1_alt', 2.2611512700592176)	('chr17_KI270857v1_alt', 1.0940852152989928)	('chr15_KI270905v1_alt', 0.778904153595378)	('chrX', 1.2888591643341765)	('chrY', 0.07391612323391589)
