Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
HG03157	('chr1', 7076585)	('chr10', 3025521)	('chr11', 3459100)	('chr12', 3652027)	('chr13', 1458362)	('chr14', 2145167)	('chr15', 2513847)	('chr16', 2516288)	('chr17', 3415019)	('chr18', 1177455)	('chr19', 3072005)	('chr2', 5784856)	('chr20', 1454056)	('chr21', 734769)	('chr22', 1207955)	('chr3', 4055398)	('chr4', 2994216)	('chr5', 3175672)	('chr6', 3173352)	('chr7', 3633042)	('chr8', 2310784)	('chr9', 2865460)	('chr16_KI270853v1_alt', 96273)	('chr17_KI270857v1_alt', 129477)	('chr15_KI270905v1_alt', 92776)	('chrX', 1768560)	('chrY', 382578)
HG03267	('chr1', 6385047)	('chr10', 2713502)	('chr11', 3154614)	('chr12', 3288136)	('chr13', 1270650)	('chr14', 1965745)	('chr15', 2236288)	('chr16', 2284700)	('chr17', 3118334)	('chr18', 1037883)	('chr19', 2914054)	('chr2', 5148568)	('chr20', 1327324)	('chr21', 664621)	('chr22', 1134282)	('chr3', 3640662)	('chr4', 2642219)	('chr5', 2837978)	('chr6', 2841053)	('chr7', 3235955)	('chr8', 2109392)	('chr9', 2584435)	('chr16_KI270853v1_alt', 97835)	('chr17_KI270857v1_alt', 115784)	('chr15_KI270905v1_alt', 80955)	('chrX', 3103645)	('chrY', 50109)
HG03303	('chr1', 6405664)	('chr10', 2776961)	('chr11', 3135947)	('chr12', 3332307)	('chr13', 1344215)	('chr14', 1983667)	('chr15', 2253829)	('chr16', 2244304)	('chr17', 3061070)	('chr18', 1077140)	('chr19', 2733428)	('chr2', 5314796)	('chr20', 1323480)	('chr21', 676144)	('chr22', 1075583)	('chr3', 3728403)	('chr4', 2765303)	('chr5', 2925513)	('chr6', 2916178)	('chr7', 3246592)	('chr8', 2139299)	('chr9', 2633753)	('chr16_KI270853v1_alt', 88425)	('chr17_KI270857v1_alt', 101273)	('chr15_KI270905v1_alt', 83518)	('chrX', 3051730)	('chrY', 52160)
HG03436	('chr1', 429146)	('chr10', 164040)	('chr11', 212386)	('chr12', 200129)	('chr13', 68235)	('chr14', 119882)	('chr15', 142164)	('chr16', 156382)	('chr17', 223248)	('chr18', 57175)	('chr19', 206812)	('chr2', 281488)	('chr20', 87491)	('chr21', 40451)	('chr22', 75478)	('chr3', 217708)	('chr4', 151119)	('chr5', 171289)	('chr6', 174765)	('chr7', 185797)	('chr8', 122810)	('chr9', 163331)	('chr16_KI270853v1_alt', 5197)	('chr17_KI270857v1_alt', 10029)	('chr15_KI270905v1_alt', 5079)	('chrX', 98833)	('chrY', 12772)
HG03437	('chr1', 378522)	('chr10', 145078)	('chr11', 188069)	('chr12', 177627)	('chr13', 60059)	('chr14', 108028)	('chr15', 122784)	('chr16', 140976)	('chr17', 196753)	('chr18', 50143)	('chr19', 184346)	('chr2', 248965)	('chr20', 77459)	('chr21', 36010)	('chr22', 67987)	('chr3', 191885)	('chr4', 131746)	('chr5', 151827)	('chr6', 153889)	('chr7', 164203)	('chr8', 107835)	('chr9', 146332)	('chr16_KI270853v1_alt', 5275)	('chr17_KI270857v1_alt', 7428)	('chr15_KI270905v1_alt', 3817)	('chrX', 164939)	('chrY', 2252)
HG03446	('chr1', 6773894)	('chr10', 2872566)	('chr11', 3319532)	('chr12', 3462180)	('chr13', 1337315)	('chr14', 2046946)	('chr15', 2349254)	('chr16', 2432859)	('chr17', 3304480)	('chr18', 1097108)	('chr19', 3049630)	('chr2', 5431582)	('chr20', 1406184)	('chr21', 716106)	('chr22', 1181977)	('chr3', 3837997)	('chr4', 2822730)	('chr5', 3010504)	('chr6', 2985516)	('chr7', 3429753)	('chr8', 2235835)	('chr9', 2743404)	('chr16_KI270853v1_alt', 97004)	('chr17_KI270857v1_alt', 128839)	('chr15_KI270905v1_alt', 87285)	('chrX', 3106590)	('chrY', 63644)
HG03558	('chr1', 2714630)	('chr10', 1175508)	('chr11', 1371782)	('chr12', 1226870)	('chr13', 481593)	('chr14', 749295)	('chr15', 1086389)	('chr16', 1274047)	('chr17', 1422782)	('chr18', 388451)	('chr19', 1292688)	('chr2', 2130375)	('chr20', 595047)	('chr21', 300316)	('chr22', 667837)	('chr3', 1420877)	('chr4', 985070)	('chr5', 1219365)	('chr6', 1083613)	('chr7', 1505816)	('chr8', 965389)	('chr9', 1281983)	('chr16_KI270853v1_alt', 70272)	('chr17_KI270857v1_alt', 60940)	('chr15_KI270905v1_alt', 78676)	('chrX', 1402630)	('chrY', 31580)
HG03572	('chr1', 344371)	('chr10', 129998)	('chr11', 167923)	('chr12', 158482)	('chr13', 53351)	('chr14', 96940)	('chr15', 110823)	('chr16', 125480)	('chr17', 174223)	('chr18', 45587)	('chr19', 165536)	('chr2', 224190)	('chr20', 69690)	('chr21', 32078)	('chr22', 60900)	('chr3', 173382)	('chr4', 118092)	('chr5', 136507)	('chr6', 136967)	('chr7', 148054)	('chr8', 96469)	('chr9', 130618)	('chr16_KI270853v1_alt', 4404)	('chr17_KI270857v1_alt', 5402)	('chr15_KI270905v1_alt', 3905)	('chrX', 151976)	('chrY', 1884)
HG03603	('chr1', 8496619)	('chr10', 3628140)	('chr11', 4206763)	('chr12', 4393280)	('chr13', 1712453)	('chr14', 2619085)	('chr15', 2963374)	('chr16', 3022902)	('chr17', 4106332)	('chr18', 1381423)	('chr19', 3841133)	('chr2', 6962667)	('chr20', 1773597)	('chr21', 901711)	('chr22', 1483962)	('chr3', 4881257)	('chr4', 3572553)	('chr5', 3823343)	('chr6', 3824264)	('chr7', 4413454)	('chr8', 2800435)	('chr9', 3468636)	('chr16_KI270853v1_alt', 124602)	('chr17_KI270857v1_alt', 119871)	('chr15_KI270905v1_alt', 116376)	('chrX', 2148735)	('chrY', 461913)
HG03619	('chr1', 13612664)	('chr10', 6670049)	('chr11', 7030709)	('chr12', 7183100)	('chr13', 3807000)	('chr14', 4548451)	('chr15', 4744177)	('chr16', 4872326)	('chr17', 5597101)	('chr18', 3178704)	('chr19', 4764023)	('chr2', 12241462)	('chr20', 3192051)	('chr21', 1873503)	('chr22', 2295388)	('chr3', 9187401)	('chr4', 7912378)	('chr5', 7865145)	('chr6', 7386841)	('chr7', 7792340)	('chr8', 5958137)	('chr9', 6139061)	('chr16_KI270853v1_alt', 164082)	('chr17_KI270857v1_alt', 140983)	('chr15_KI270905v1_alt', 173812)	('chrX', 7705167)	('chrY', 209110)
HG03672	('chr1', 5576461)	('chr10', 2440437)	('chr11', 2768417)	('chr12', 2881492)	('chr13', 1153542)	('chr14', 1740723)	('chr15', 2008924)	('chr16', 1952437)	('chr17', 2622360)	('chr18', 967550)	('chr19', 2392738)	('chr2', 4654107)	('chr20', 1163804)	('chr21', 588358)	('chr22', 957298)	('chr3', 3252054)	('chr4', 2436875)	('chr5', 2556399)	('chr6', 2549482)	('chr7', 2915028)	('chr8', 1906381)	('chr9', 2312153)	('chr16_KI270853v1_alt', 82813)	('chr17_KI270857v1_alt', 85844)	('chr15_KI270905v1_alt', 78644)	('chrX', 1444695)	('chrY', 329147)
HG03723	('chr1', 6169261)	('chr10', 2708009)	('chr11', 3063956)	('chr12', 3215439)	('chr13', 1311558)	('chr14', 1923373)	('chr15', 2228486)	('chr16', 2094746)	('chr17', 2800204)	('chr18', 1072112)	('chr19', 2532369)	('chr2', 5260701)	('chr20', 1275028)	('chr21', 646405)	('chr22', 1018963)	('chr3', 3640347)	('chr4', 2778809)	('chr5', 2875688)	('chr6', 2855009)	('chr7', 3207282)	('chr8', 2120627)	('chr9', 2568187)	('chr16_KI270853v1_alt', 94289)	('chr17_KI270857v1_alt', 90706)	('chr15_KI270905v1_alt', 89454)	('chrX', 3166323)	('chrY', 47199)
HG03790	('chr1', 7342860)	('chr10', 3229198)	('chr11', 3625920)	('chr12', 3814764)	('chr13', 1589797)	('chr14', 2255460)	('chr15', 2667868)	('chr16', 2542732)	('chr17', 3320631)	('chr18', 1292331)	('chr19', 3039269)	('chr2', 6210346)	('chr20', 1530684)	('chr21', 803542)	('chr22', 1217859)	('chr3', 4332731)	('chr4', 3312009)	('chr5', 3454123)	('chr6', 3413452)	('chr7', 3881631)	('chr8', 2524218)	('chr9', 3045774)	('chr16_KI270853v1_alt', 105960)	('chr17_KI270857v1_alt', 91392)	('chr15_KI270905v1_alt', 104528)	('chrX', 1887501)	('chrY', 429206)
HG03814	('chr1', 4663343)	('chr10', 1985403)	('chr11', 2305866)	('chr12', 2428441)	('chr13', 936169)	('chr14', 1466296)	('chr15', 1648383)	('chr16', 1641728)	('chr17', 2252736)	('chr18', 766274)	('chr19', 2088611)	('chr2', 3819657)	('chr20', 971128)	('chr21', 488156)	('chr22', 814961)	('chr3', 2696181)	('chr4', 1955398)	('chr5', 2091725)	('chr6', 2099425)	('chr7', 2387544)	('chr8', 1511012)	('chr9', 1889223)	('chr16_KI270853v1_alt', 64638)	('chr17_KI270857v1_alt', 63334)	('chr15_KI270905v1_alt', 63052)	('chrX', 2179849)	('chrY', 34098)
NA06989	('chr1', 45305)	('chr10', 20561)	('chr11', 22648)	('chr12', 22265)	('chr13', 12210)	('chr14', 14321)	('chr15', 14679)	('chr16', 15095)	('chr17', 18306)	('chr18', 10082)	('chr19', 14782)	('chr2', 36455)	('chr20', 10552)	('chr21', 5885)	('chr22', 7047)	('chr3', 29266)	('chr4', 25152)	('chr5', 25522)	('chr6', 23997)	('chr7', 23447)	('chr8', 18753)	('chr9', 18896)	('chr16_KI270853v1_alt', 370)	('chr17_KI270857v1_alt', 508)	('chr15_KI270905v1_alt', 452)	('chrX', 23737)	('chrY', 629)
NA11840	('chr1', 5181635)	('chr10', 2137077)	('chr11', 2407249)	('chr12', 2456689)	('chr13', 1062267)	('chr14', 1512294)	('chr15', 1700312)	('chr16', 1557310)	('chr17', 2166054)	('chr18', 862529)	('chr19', 1889362)	('chr2', 3895482)	('chr20', 976967)	('chr21', 529714)	('chr22', 726054)	('chr3', 2857157)	('chr4', 2291033)	('chr5', 2372838)	('chr6', 2389387)	('chr7', 2423035)	('chr8', 1710031)	('chr9', 2000662)	('chr16_KI270853v1_alt', 59369)	('chr17_KI270857v1_alt', 69978)	('chr15_KI270905v1_alt', 57405)	('chrX', 2435252)	('chrY', 35609)
NA12046	('chr1', 5359195)	('chr10', 2074783)	('chr11', 2513515)	('chr12', 2260088)	('chr13', 880222)	('chr14', 1383015)	('chr15', 1603642)	('chr16', 1879953)	('chr17', 2505569)	('chr18', 720416)	('chr19', 2178553)	('chr2', 4037280)	('chr20', 1051139)	('chr21', 495054)	('chr22', 1034715)	('chr3', 2768499)	('chr4', 1948614)	('chr5', 2289827)	('chr6', 1958104)	('chr7', 2445619)	('chr8', 1454922)	('chr9', 2030585)	('chr16_KI270853v1_alt', 92855)	('chr17_KI270857v1_alt', 48601)	('chr15_KI270905v1_alt', 62072)	('chrX', 3105181)	('chrY', 65311)
NA12234	('chr1', 7050052)	('chr10', 2761555)	('chr11', 3172957)	('chr12', 3022878)	('chr13', 1220717)	('chr14', 1839349)	('chr15', 2163121)	('chr16', 2232079)	('chr17', 3101305)	('chr18', 978558)	('chr19', 2402588)	('chr2', 5648634)	('chr20', 1288738)	('chr21', 630558)	('chr22', 1185428)	('chr3', 3762060)	('chr4', 2738823)	('chr5', 3102399)	('chr6', 2701834)	('chr7', 3180972)	('chr8', 1876721)	('chr9', 2606468)	('chr16_KI270853v1_alt', 116903)	('chr17_KI270857v1_alt', 62214)	('chr15_KI270905v1_alt', 84258)	('chrX', 4238539)	('chrY', 62994)
NA12347	('chr1', 12063438)	('chr10', 5611050)	('chr11', 6101331)	('chr12', 6424149)	('chr13', 2707066)	('chr14', 3494803)	('chr15', 3761375)	('chr16', 3436416)	('chr17', 5282940)	('chr18', 1975034)	('chr19', 4403138)	('chr2', 8148825)	('chr20', 2742963)	('chr21', 1257905)	('chr22', 1862415)	('chr3', 6643082)	('chr4', 4901648)	('chr5', 5295740)	('chr6', 5934730)	('chr7', 5698002)	('chr8', 4041340)	('chr9', 5048108)	('chr16_KI270853v1_alt', 104055)	('chr17_KI270857v1_alt', 125077)	('chr15_KI270905v1_alt', 114129)	('chrX', 2826473)	('chrY', 475637)
NA18488	('chr1', 17179420)	('chr10', 8064456)	('chr11', 8661484)	('chr12', 8527971)	('chr13', 4671880)	('chr14', 5437617)	('chr15', 5570617)	('chr16', 6067518)	('chr17', 6751029)	('chr18', 3888514)	('chr19', 5600911)	('chr2', 13982889)	('chr20', 4018722)	('chr21', 2358214)	('chr22', 2739822)	('chr3', 11112071)	('chr4', 9607604)	('chr5', 9753118)	('chr6', 9252374)	('chr7', 8992622)	('chr8', 7292272)	('chr9', 7360605)	('chr16_KI270853v1_alt', 149005)	('chr17_KI270857v1_alt', 166033)	('chr15_KI270905v1_alt', 175893)	('chrX', 8944419)	('chrY', 248310)
NA18498	('chr1', 7535774)	('chr10', 3615744)	('chr11', 3928754)	('chr12', 3770085)	('chr13', 2014975)	('chr14', 2414665)	('chr15', 2402533)	('chr16', 2930516)	('chr17', 3165625)	('chr18', 1691936)	('chr19', 2624118)	('chr2', 6066040)	('chr20', 1877036)	('chr21', 1087689)	('chr22', 1342212)	('chr3', 4876818)	('chr4', 4136972)	('chr5', 4265730)	('chr6', 4010182)	('chr7', 3990499)	('chr8', 3209273)	('chr9', 3282142)	('chr16_KI270853v1_alt', 67923)	('chr17_KI270857v1_alt', 96764)	('chr15_KI270905v1_alt', 75972)	('chrX', 2014976)	('chrY', 546259)
NA18499	('chr1', 64409)	('chr10', 24790)	('chr11', 31193)	('chr12', 30152)	('chr13', 10405)	('chr14', 17993)	('chr15', 20442)	('chr16', 22722)	('chr17', 32103)	('chr18', 8567)	('chr19', 29329)	('chr2', 42489)	('chr20', 13071)	('chr21', 5812)	('chr22', 10844)	('chr3', 32700)	('chr4', 22547)	('chr5', 26437)	('chr6', 27035)	('chr7', 27547)	('chr8', 17926)	('chr9', 24610)	('chr16_KI270853v1_alt', 754)	('chr17_KI270857v1_alt', 1076)	('chr15_KI270905v1_alt', 627)	('chrX', 29041)	('chrY', 351)
NA18526	('chr1', 10246303)	('chr10', 4753732)	('chr11', 5210365)	('chr12', 5455658)	('chr13', 2242800)	('chr14', 3043269)	('chr15', 3153341)	('chr16', 3062645)	('chr17', 4623889)	('chr18', 1675198)	('chr19', 3765477)	('chr2', 6853945)	('chr20', 2385169)	('chr21', 1067257)	('chr22', 1651275)	('chr3', 5628550)	('chr4', 4049947)	('chr5', 4470798)	('chr6', 4997182)	('chr7', 4846143)	('chr8', 3389350)	('chr9', 4344090)	('chr16_KI270853v1_alt', 86939)	('chr17_KI270857v1_alt', 114437)	('chr15_KI270905v1_alt', 88144)	('chrX', 4482873)	('chrY', 57723)
NA18530	('chr1', 12059515)	('chr10', 5678843)	('chr11', 6089827)	('chr12', 6474952)	('chr13', 2764769)	('chr14', 3564936)	('chr15', 3728978)	('chr16', 3428911)	('chr17', 5272773)	('chr18', 2028330)	('chr19', 4170389)	('chr2', 8240738)	('chr20', 2745902)	('chr21', 1266088)	('chr22', 1831473)	('chr3', 6718192)	('chr4', 5002022)	('chr5', 5398012)	('chr6', 6039545)	('chr7', 5766584)	('chr8', 4126123)	('chr9', 5116750)	('chr16_KI270853v1_alt', 104340)	('chr17_KI270857v1_alt', 154657)	('chr15_KI270905v1_alt', 106936)	('chrX', 2853234)	('chrY', 477312)
NA18645	('chr1', 5193532)	('chr10', 1956287)	('chr11', 2454048)	('chr12', 2179222)	('chr13', 802926)	('chr14', 1332672)	('chr15', 1524850)	('chr16', 1896598)	('chr17', 2521430)	('chr18', 660844)	('chr19', 2256963)	('chr2', 3797224)	('chr20', 1055034)	('chr21', 481391)	('chr22', 1091268)	('chr3', 2657189)	('chr4', 1764880)	('chr5', 2145186)	('chr6', 1845832)	('chr7', 2367257)	('chr8', 1366970)	('chr9', 1964508)	('chr16_KI270853v1_alt', 74553)	('chr17_KI270857v1_alt', 49830)	('chr15_KI270905v1_alt', 55774)	('chrX', 1569978)	('chrY', 194651)
NA18858	('chr1', 12809624)	('chr10', 6044852)	('chr11', 6493406)	('chr12', 6863250)	('chr13', 2952863)	('chr14', 3746892)	('chr15', 3901068)	('chr16', 3607669)	('chr17', 5571626)	('chr18', 2147176)	('chr19', 4489910)	('chr2', 8790573)	('chr20', 2872532)	('chr21', 1323858)	('chr22', 1950890)	('chr3', 7111711)	('chr4', 5337625)	('chr5', 5721078)	('chr6', 6415343)	('chr7', 6176026)	('chr8', 4432557)	('chr9', 5519470)	('chr16_KI270853v1_alt', 104800)	('chr17_KI270857v1_alt', 166150)	('chr15_KI270905v1_alt', 110523)	('chrX', 5949484)	('chrY', 65560)
NA18870	('chr1', 15101667)	('chr10', 5794712)	('chr11', 7261282)	('chr12', 7068812)	('chr13', 2490249)	('chr14', 4201482)	('chr15', 4746993)	('chr16', 5179495)	('chr17', 7348579)	('chr18', 2040761)	('chr19', 6603647)	('chr2', 9972437)	('chr20', 3016544)	('chr21', 1390490)	('chr22', 2460540)	('chr3', 7769729)	('chr4', 5442913)	('chr5', 6131842)	('chr6', 6277828)	('chr7', 6378348)	('chr8', 4219733)	('chr9', 5635111)	('chr16_KI270853v1_alt', 177190)	('chr17_KI270857v1_alt', 246635)	('chr15_KI270905v1_alt', 147745)	('chrX', 6749813)	('chrY', 82117)
NA18946	('chr1', 16635)	('chr10', 6362)	('chr11', 7717)	('chr12', 6960)	('chr13', 2700)	('chr14', 4292)	('chr15', 4923)	('chr16', 5568)	('chr17', 7430)	('chr18', 2334)	('chr19', 6122)	('chr2', 12700)	('chr20', 3279)	('chr21', 1548)	('chr22', 3129)	('chr3', 8614)	('chr4', 6165)	('chr5', 7166)	('chr6', 6137)	('chr7', 7390)	('chr8', 4422)	('chr9', 6239)	('chr16_KI270853v1_alt', 271)	('chr17_KI270857v1_alt', 152)	('chr15_KI270905v1_alt', 195)	('chrX', 11473)	('chrY', 197)
NA18993	('chr1', 6947398)	('chr10', 2751292)	('chr11', 3069425)	('chr12', 2960850)	('chr13', 1259523)	('chr14', 1857244)	('chr15', 2120207)	('chr16', 2162939)	('chr17', 3078386)	('chr18', 990525)	('chr19', 2347322)	('chr2', 5719444)	('chr20', 1261136)	('chr21', 644209)	('chr22', 1156545)	('chr3', 3721343)	('chr4', 2789916)	('chr5', 3123415)	('chr6', 2694038)	('chr7', 3212231)	('chr8', 1915970)	('chr9', 2616632)	('chr16_KI270853v1_alt', 113969)	('chr17_KI270857v1_alt', 71829)	('chr15_KI270905v1_alt', 81988)	('chrX', 3876065)	('chrY', 57744)
NA19001	('chr1', 26904)	('chr10', 10842)	('chr11', 11953)	('chr12', 11369)	('chr13', 4838)	('chr14', 7027)	('chr15', 8611)	('chr16', 8679)	('chr17', 12164)	('chr18', 3647)	('chr19', 9584)	('chr2', 21327)	('chr20', 4930)	('chr21', 2443)	('chr22', 4629)	('chr3', 14482)	('chr4', 10365)	('chr5', 11734)	('chr6', 10194)	('chr7', 12245)	('chr8', 7440)	('chr9', 9933)	('chr16_KI270853v1_alt', 459)	('chr17_KI270857v1_alt', 278)	('chr15_KI270905v1_alt', 326)	('chrX', 15670)	('chrY', 257)
NA19020	('chr1', 5176364)	('chr10', 1978448)	('chr11', 2419959)	('chr12', 2174221)	('chr13', 847503)	('chr14', 1359791)	('chr15', 1511359)	('chr16', 1821494)	('chr17', 2422104)	('chr18', 687532)	('chr19', 2063843)	('chr2', 3901438)	('chr20', 1015049)	('chr21', 477744)	('chr22', 1009163)	('chr3', 2691865)	('chr4', 1863459)	('chr5', 2194556)	('chr6', 1897120)	('chr7', 2329566)	('chr8', 1409005)	('chr9', 1939090)	('chr16_KI270853v1_alt', 90650)	('chr17_KI270857v1_alt', 53047)	('chr15_KI270905v1_alt', 58974)	('chrX', 1568979)	('chrY', 195633)
NA19036	('chr1', 6459762)	('chr10', 2437204)	('chr11', 3014265)	('chr12', 2732537)	('chr13', 1031430)	('chr14', 1659231)	('chr15', 1926156)	('chr16', 2280251)	('chr17', 3085962)	('chr18', 852744)	('chr19', 2567194)	('chr2', 4851081)	('chr20', 1268123)	('chr21', 594910)	('chr22', 1276033)	('chr3', 3353333)	('chr4', 2290541)	('chr5', 2726313)	('chr6', 2348284)	('chr7', 2910324)	('chr8', 1721670)	('chr9', 2388596)	('chr16_KI270853v1_alt', 115177)	('chr17_KI270857v1_alt', 67928)	('chr15_KI270905v1_alt', 74068)	('chrX', 3761933)	('chrY', 67355)
NA19175	('chr1', 6101619)	('chr10', 2336580)	('chr11', 2741914)	('chr12', 2559149)	('chr13', 1016862)	('chr14', 1606036)	('chr15', 1859448)	('chr16', 2070812)	('chr17', 2801949)	('chr18', 802381)	('chr19', 2292308)	('chr2', 4826172)	('chr20', 1123802)	('chr21', 550159)	('chr22', 1122288)	('chr3', 3173560)	('chr4', 2281729)	('chr5', 2641635)	('chr6', 2244539)	('chr7', 2783105)	('chr8', 1600626)	('chr9', 2254962)	('chr16_KI270853v1_alt', 107729)	('chr17_KI270857v1_alt', 59699)	('chr15_KI270905v1_alt', 59928)	('chrX', 1875167)	('chrY', 257937)
NA19184	('chr1', 6973639)	('chr10', 2735844)	('chr11', 3166357)	('chr12', 2981090)	('chr13', 1224032)	('chr14', 1846729)	('chr15', 2123368)	('chr16', 2357487)	('chr17', 3232998)	('chr18', 959307)	('chr19', 2591028)	('chr2', 5594008)	('chr20', 1309237)	('chr21', 641729)	('chr22', 1253971)	('chr3', 3696484)	('chr4', 2698326)	('chr5', 3081110)	('chr6', 2648494)	('chr7', 3198273)	('chr8', 1881172)	('chr9', 2599425)	('chr16_KI270853v1_alt', 119097)	('chr17_KI270857v1_alt', 79273)	('chr15_KI270905v1_alt', 76883)	('chrX', 2168275)	('chrY', 252117)
NA19201	('chr1', 5679394)	('chr10', 2278685)	('chr11', 2624086)	('chr12', 2624801)	('chr13', 1099794)	('chr14', 1621740)	('chr15', 1851311)	('chr16', 1760712)	('chr17', 2452359)	('chr18', 889425)	('chr19', 2121169)	('chr2', 4086551)	('chr20', 1060692)	('chr21', 570882)	('chr22', 824484)	('chr3', 3023635)	('chr4', 2441526)	('chr5', 2503515)	('chr6', 2492694)	('chr7', 2571465)	('chr8', 1801612)	('chr9', 2164454)	('chr16_KI270853v1_alt', 62062)	('chr17_KI270857v1_alt', 107718)	('chr15_KI270905v1_alt', 59228)	('chrX', 2586832)	('chrY', 40138)
NA19307	('chr1', 8374701)	('chr10', 3273630)	('chr11', 3733733)	('chr12', 3595944)	('chr13', 1460317)	('chr14', 2193894)	('chr15', 2467818)	('chr16', 2659358)	('chr17', 3735945)	('chr18', 1164173)	('chr19', 2898961)	('chr2', 6661789)	('chr20', 1544788)	('chr21', 764618)	('chr22', 1466417)	('chr3', 4452911)	('chr4', 3241233)	('chr5', 3677097)	('chr6', 3214095)	('chr7', 3786996)	('chr8', 2345799)	('chr9', 3097785)	('chr16_KI270853v1_alt', 136464)	('chr17_KI270857v1_alt', 93627)	('chr15_KI270905v1_alt', 94235)	('chrX', 2579182)	('chrY', 305258)
NA19324	('chr1', 5455828)	('chr10', 2192175)	('chr11', 2508408)	('chr12', 2521069)	('chr13', 1052433)	('chr14', 1552659)	('chr15', 1734734)	('chr16', 1662588)	('chr17', 2326974)	('chr18', 855220)	('chr19', 2058252)	('chr2', 3934210)	('chr20', 1013797)	('chr21', 546324)	('chr22', 787355)	('chr3', 2896221)	('chr4', 2290053)	('chr5', 2388457)	('chr6', 2403948)	('chr7', 2460366)	('chr8', 1702564)	('chr9', 2054879)	('chr16_KI270853v1_alt', 56619)	('chr17_KI270857v1_alt', 84282)	('chr15_KI270905v1_alt', 60801)	('chrX', 2524165)	('chrY', 38066)
NA19347	('chr1', 14238655)	('chr10', 5694799)	('chr11', 6788532)	('chr12', 6758987)	('chr13', 2645807)	('chr14', 4074859)	('chr15', 4519142)	('chr16', 4609712)	('chr17', 6487651)	('chr18', 2142755)	('chr19', 5574180)	('chr2', 9943677)	('chr20', 2803435)	('chr21', 1412075)	('chr22', 2129180)	('chr3', 7639787)	('chr4', 5776911)	('chr5', 6174614)	('chr6', 6308615)	('chr7', 6244295)	('chr8', 4386848)	('chr9', 5400750)	('chr16_KI270853v1_alt', 157350)	('chr17_KI270857v1_alt', 190827)	('chr15_KI270905v1_alt', 146793)	('chrX', 3413580)	('chrY', 532603)
NA19372	('chr1', 8022507)	('chr10', 3131902)	('chr11', 3669390)	('chr12', 3418334)	('chr13', 1336408)	('chr14', 2093705)	('chr15', 2396912)	('chr16', 2748896)	('chr17', 3778882)	('chr18', 1076579)	('chr19', 3059804)	('chr2', 6245040)	('chr20', 1553347)	('chr21', 731650)	('chr22', 1542133)	('chr3', 4242402)	('chr4', 2961721)	('chr5', 3460895)	('chr6', 2985676)	('chr7', 3670159)	('chr8', 2159198)	('chr9', 2984666)	('chr16_KI270853v1_alt', 136510)	('chr17_KI270857v1_alt', 85245)	('chr15_KI270905v1_alt', 88443)	('chrX', 2434037)	('chrY', 279201)
NA19922	('chr1', 7171711)	('chr10', 2917990)	('chr11', 3197733)	('chr12', 3138443)	('chr13', 1330468)	('chr14', 1981994)	('chr15', 2186230)	('chr16', 2264521)	('chr17', 3210050)	('chr18', 1050539)	('chr19', 2398420)	('chr2', 6047720)	('chr20', 1321273)	('chr21', 671288)	('chr22', 1221630)	('chr3', 3937189)	('chr4', 2974997)	('chr5', 3314617)	('chr6', 2848251)	('chr7', 3338020)	('chr8', 2071694)	('chr9', 2671480)	('chr16_KI270853v1_alt', 117962)	('chr17_KI270857v1_alt', 66563)	('chr15_KI270905v1_alt', 82221)	('chrX', 2250524)	('chrY', 259896)
NA20274	('chr1', 4998594)	('chr10', 2132943)	('chr11', 2471608)	('chr12', 2640827)	('chr13', 1004452)	('chr14', 1524526)	('chr15', 1767737)	('chr16', 1771191)	('chr17', 2420849)	('chr18', 799560)	('chr19', 2254406)	('chr2', 4002643)	('chr20', 1040220)	('chr21', 513722)	('chr22', 859956)	('chr3', 2856083)	('chr4', 2057751)	('chr5', 2208342)	('chr6', 2229218)	('chr7', 2533470)	('chr8', 1631397)	('chr9', 2030129)	('chr16_KI270853v1_alt', 72560)	('chr17_KI270857v1_alt', 78168)	('chr15_KI270905v1_alt', 66795)	('chrX', 2382833)	('chrY', 39825)
NA20339	('chr1', 7741239)	('chr10', 3069393)	('chr11', 3468764)	('chr12', 3349115)	('chr13', 1391699)	('chr14', 2077541)	('chr15', 2450575)	('chr16', 2510826)	('chr17', 3517168)	('chr18', 1097799)	('chr19', 2698252)	('chr2', 6329042)	('chr20', 1435678)	('chr21', 717741)	('chr22', 1385678)	('chr3', 4178763)	('chr4', 3090666)	('chr5', 3519579)	('chr6', 3005585)	('chr7', 3575001)	('chr8', 2131317)	('chr9', 2936750)	('chr16_KI270853v1_alt', 129478)	('chr17_KI270857v1_alt', 78448)	('chr15_KI270905v1_alt', 87072)	('chrX', 4539105)	('chrY', 66753)
NA20342	('chr1', 5496934)	('chr10', 2283170)	('chr11', 2570788)	('chr12', 2608341)	('chr13', 1108742)	('chr14', 1588021)	('chr15', 1783597)	('chr16', 1741963)	('chr17', 2318202)	('chr18', 915486)	('chr19', 1994445)	('chr2', 4026907)	('chr20', 1065267)	('chr21', 557115)	('chr22', 802353)	('chr3', 3034207)	('chr4', 2416902)	('chr5', 2514756)	('chr6', 2516430)	('chr7', 2531169)	('chr8', 1795059)	('chr9', 2119098)	('chr16_KI270853v1_alt', 64132)	('chr17_KI270857v1_alt', 61735)	('chr15_KI270905v1_alt', 57972)	('chrX', 1298154)	('chrY', 232559)
