Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
HG02691	('chr1', 0.09925251264268073)	('chr10', 0.04333867658496497)	('chr11', 0.04923989343857065)	('chr12', 0.0513018971521153)	('chr13', 0.020733389749250555)	('chr14', 0.030980698725788642)	('chr15', 0.03540721801854479)	('chr16', 0.0345541980481245)	('chr17', 0.04547588859432537)	('chr18', 0.01692947880152381)	('chr19', 0.04213348234271265)	('chr2', 0.08304534927272747)	('chr20', 0.02072604343615651)	('chr21', 0.010560541140724527)	('chr22', 0.017048515666635945)	('chr3', 0.05782302981065709)	('chr4', 0.043616556694963546)	('chr5', 0.045452254075728685)	('chr6', 0.04551421573911015)	('chr7', 0.051721451408751104)	('chr8', 0.033903833271269175)	('chr9', 0.041745789810514154)	('chr16_KI270853v1_alt', 0.0014189520085476513)	('chr17_KI270857v1_alt', 0.001292452486016451)	('chr15_KI270905v1_alt', 0.0014292734122386085)	('chrX', 0.05190122001152307)	('chrY', 0.0008109531866170453)
HG02813	('chr1', 0.10335049525651413)	('chr10', 0.042952721950709566)	('chr11', 0.05053184538588192)	('chr12', 0.054456437463520024)	('chr13', 0.02034167036911202)	('chr14', 0.03093066408802237)	('chr15', 0.03695476047356454)	('chr16', 0.036458197214018766)	('chr17', 0.05001350303600519)	('chr18', 0.01671327391997491)	('chr19', 0.04687295821028147)	('chr2', 0.08263422453370968)	('chr20', 0.021613569244439797)	('chr21', 0.010863410257080382)	('chr22', 0.018076644974692697)	('chr3', 0.058424587721820034)	('chr4', 0.04214253979039803)	('chr5', 0.044895416808230754)	('chr6', 0.046254432044882346)	('chr7', 0.05183859080573923)	('chr8', 0.03330022911603028)	('chr9', 0.04072689891888596)	('chr16_KI270853v1_alt', 0.0014984014147697078)	('chr17_KI270857v1_alt', 0.00198189722011691)	('chr15_KI270905v1_alt', 0.0013067454198573034)	('chrX', 0.02579515458798317)	('chrY', 0.005976182386814068)
HG02814	('chr1', 0.10230436869899184)	('chr10', 0.04435036878627853)	('chr11', 0.04873652511674595)	('chr12', 0.051512241958713394)	('chr13', 0.02112337974075852)	('chr14', 0.031161349452276)	('chr15', 0.03613669096146292)	('chr16', 0.03509797931305372)	('chr17', 0.04779382883079474)	('chr18', 0.015798891458997075)	('chr19', 0.042853401998865275)	('chr2', 0.08138174835246367)	('chr20', 0.020486186880810022)	('chr21', 0.010771177933923973)	('chr22', 0.016392440972373763)	('chr3', 0.05697202461484747)	('chr4', 0.04244315454109021)	('chr5', 0.0449482826343124)	('chr6', 0.04578187055383407)	('chr7', 0.05175664469951556)	('chr8', 0.033504997163182476)	('chr9', 0.041125125474621396)	('chr16_KI270853v1_alt', 0.0018155632173875093)	('chr17_KI270857v1_alt', 0.0017806485401300571)	('chr15_KI270905v1_alt', 0.0011958276960677345)	('chrX', 0.04890236983371885)	('chrY', 0.0009034172740365732)
HG02840	('chr1', 0.1009820902530754)	('chr10', 0.042636980991658656)	('chr11', 0.049618371333773365)	('chr12', 0.050814421709643266)	('chr13', 0.019772484639612304)	('chr14', 0.03092897675675436)	('chr15', 0.03548061290937039)	('chr16', 0.03647289173972172)	('chr17', 0.048471048936179637)	('chr18', 0.016580802062522427)	('chr19', 0.04399028984287442)	('chr2', 0.08308120296088915)	('chr20', 0.020033843795820912)	('chr21', 0.010310397221619276)	('chr22', 0.017145603628905437)	('chr3', 0.058679560385039624)	('chr4', 0.042475292700105874)	('chr5', 0.045035726467708856)	('chr6', 0.04525057255374475)	('chr7', 0.05110014485498997)	('chr8', 0.03392353251263605)	('chr9', 0.041064396238200074)	('chr16_KI270853v1_alt', 0.0015792294777689673)	('chr17_KI270857v1_alt', 0.001623527639838223)	('chr15_KI270905v1_alt', 0.0013599535755261514)	('chrX', 0.04905356976739035)	('chrY', 0.0008106563658673802)
HG02852	('chr1', 0.10059120614022841)	('chr10', 0.04296266325655679)	('chr11', 0.04943001397583242)	('chr12', 0.05173532829499414)	('chr13', 0.020278841462888404)	('chr14', 0.030961113883489377)	('chr15', 0.035722707402520724)	('chr16', 0.0361341517461668)	('chr17', 0.04890465111438607)	('chr18', 0.016317456997536336)	('chr19', 0.04483118839249498)	('chr2', 0.0821976552279411)	('chr20', 0.020581989604173765)	('chr21', 0.010433507172449995)	('chr22', 0.0174810732302144)	('chr3', 0.05756460332343569)	('chr4', 0.04207946476572332)	('chr5', 0.04485553060697147)	('chr6', 0.04495687189091033)	('chr7', 0.051009491179183575)	('chr8', 0.032987761881868936)	('chr9', 0.041558708903158596)	('chr16_KI270853v1_alt', 0.001357046728421604)	('chr17_KI270857v1_alt', 0.002043768773837729)	('chr15_KI270905v1_alt', 0.001360283049950021)	('chrX', 0.047935759906062914)	('chrY', 0.0008403648235455971)
HG02878	('chr1', 0.09704370849881686)	('chr10', 0.04546496961357643)	('chr11', 0.04852967236868166)	('chr12', 0.05024444652927625)	('chr13', 0.023751446352065546)	('chr14', 0.03099623687858982)	('chr15', 0.034503966392511284)	('chr16', 0.03657837403967435)	('chr17', 0.04406813230342642)	('chr18', 0.019149180139892214)	('chr19', 0.038261875723176034)	('chr2', 0.08180880007505395)	('chr20', 0.021843825249398006)	('chr21', 0.011669846035171112)	('chr22', 0.016741199403738104)	('chr3', 0.05991806611001657)	('chr4', 0.0492489393418186)	('chr5', 0.04993172175834715)	('chr6', 0.047805193316029226)	('chr7', 0.053058969467638196)	('chr8', 0.03829836027978443)	('chr9', 0.04183215019128332)	('chr16_KI270853v1_alt', 0.0012665353222628764)	('chr17_KI270857v1_alt', 0.001303019878871272)	('chr15_KI270905v1_alt', 0.0011987782885615702)	('chrX', 0.025210828616401372)	('chrY', 0.006853884562862891)
HG02895	('chr1', 0.10298872302903565)	('chr10', 0.043535622392043866)	('chr11', 0.05041943547687652)	('chr12', 0.052720191964844995)	('chr13', 0.02062323815397662)	('chr14', 0.03171925334155673)	('chr15', 0.035760922818953635)	('chr16', 0.03691895652844299)	('chr17', 0.049300195626824965)	('chr18', 0.016882066898592066)	('chr19', 0.04558236853010051)	('chr2', 0.08308358758396053)	('chr20', 0.021374290973219363)	('chr21', 0.010704915726276633)	('chr22', 0.01789533290289007)	('chr3', 0.05879067544256955)	('chr4', 0.04324610240052424)	('chr5', 0.04628264703331438)	('chr6', 0.04577103373839971)	('chr7', 0.05147408570960499)	('chr8', 0.03395475720109088)	('chr9', 0.04156552342221666)	('chr16_KI270853v1_alt', 0.001512497952182251)	('chr17_KI270857v1_alt', 0.0015878961925045053)	('chr15_KI270905v1_alt', 0.001350815754223323)	('chrX', 0.025812441095124747)	('chrY', 0.0059451897965673755)
HG02977	('chr1', 0.10324343314522179)	('chr10', 0.04340830540570038)	('chr11', 0.05082769306251097)	('chr12', 0.05242207924253958)	('chr13', 0.020176199841111853)	('chr14', 0.03147096758338051)	('chr15', 0.03573699334618366)	('chr16', 0.037281231522981)	('chr17', 0.05072409961622242)	('chr18', 0.016462690403765048)	('chr19', 0.047091141923196383)	('chr2', 0.08165353336760786)	('chr20', 0.021311138252405614)	('chr21', 0.010702561008457772)	('chr22', 0.018276564945762432)	('chr3', 0.05825887074906676)	('chr4', 0.04195618020102189)	('chr5', 0.045241143591431755)	('chr6', 0.04535158763719554)	('chr7', 0.052992213317923385)	('chr8', 0.03382879856622471)	('chr9', 0.04168932983600136)	('chr16_KI270853v1_alt', 0.001394843964272603)	('chr17_KI270857v1_alt', 0.001991586360211492)	('chr15_KI270905v1_alt', 0.0013461495263523786)	('chrX', 0.025780676617694034)	('chrY', 0.0055632251314120616)
HG02981	('chr1', 0.10221651781344285)	('chr10', 0.04361004606083348)	('chr11', 0.05101249448607942)	('chr12', 0.05279727119710636)	('chr13', 0.02058218439294943)	('chr14', 0.03138846192966213)	('chr15', 0.03580174736098757)	('chr16', 0.03646065124645444)	('chr17', 0.04995061689664764)	('chr18', 0.01693582653493936)	('chr19', 0.04656022306214701)	('chr2', 0.08281064775818951)	('chr20', 0.021474818103017067)	('chr21', 0.010812352177053803)	('chr22', 0.018177726683114896)	('chr3', 0.058803009210999145)	('chr4', 0.042897891776610464)	('chr5', 0.04588695324450855)	('chr6', 0.04583588565523431)	('chr7', 0.05236126769384943)	('chr8', 0.03358265924707726)	('chr9', 0.041556749941525244)	('chr16_KI270853v1_alt', 0.0013982333016893643)	('chr17_KI270857v1_alt', 0.0016920326895517488)	('chr15_KI270905v1_alt', 0.0013677924159688996)	('chrX', 0.025691684522978885)	('chrY', 0.005685660307228912)
HG02982	('chr1', 0.10315380204472664)	('chr10', 0.04448049677626886)	('chr11', 0.05235171536062433)	('chr12', 0.05232654088754003)	('chr13', 0.019756367043817568)	('chr14', 0.03116879484203018)	('chr15', 0.03575054894337142)	('chr16', 0.037856813191423894)	('chr17', 0.05065663417294863)	('chr18', 0.016534034489028127)	('chr19', 0.04749304205535587)	('chr2', 0.08081565292793108)	('chr20', 0.021876617110250206)	('chr21', 0.010441812002629334)	('chr22', 0.018447294443434358)	('chr3', 0.05944252527936672)	('chr4', 0.040908518761975356)	('chr5', 0.044452525139508536)	('chr6', 0.04551544733640089)	('chr7', 0.05272653529321268)	('chr8', 0.03320512999818184)	('chr9', 0.04107075425518524)	('chr16_KI270853v1_alt', 0.0016727038782674369)	('chr17_KI270857v1_alt', 0.0018908826449979721)	('chr15_KI270905v1_alt', 0.0013034782730311464)	('chrX', 0.025213633375756984)	('chrY', 0.006078236668018629)
HG03076	('chr1', 0.10891191111240489)	('chr10', 0.040202824404426185)	('chr11', 0.055150731026602964)	('chr12', 0.05062502501646538)	('chr13', 0.015567860118841856)	('chr14', 0.030396597396832096)	('chr15', 0.034366255608236695)	('chr16', 0.04236925030656541)	('chr17', 0.05939079448655297)	('chr18', 0.013519693871238888)	('chr19', 0.05681955669003962)	('chr2', 0.06803580265556602)	('chr20', 0.023475905959922713)	('chr21', 0.00997315505842027)	('chr22', 0.021290717708746486)	('chr3', 0.054124601101088354)	('chr4', 0.03429734661722807)	('chr5', 0.04224371313482692)	('chr6', 0.042284194324264335)	('chr7', 0.04601130653266332)	('chr8', 0.029941979994105212)	('chr9', 0.041956933472576494)	('chr16_KI270853v1_alt', 0.001447543656006317)	('chr17_KI270857v1_alt', 0.0026705076796000276)	('chr15_KI270905v1_alt', 0.0011828239677751538)	('chrX', 0.04567119631466529)	('chrY', 0.000669872716224133)
HG03078	('chr1', 0.11162262297532485)	('chr10', 0.04163746436464973)	('chr11', 0.054722942937171455)	('chr12', 0.05174897053432561)	('chr13', 0.017425855337383573)	('chr14', 0.030918635731089685)	('chr15', 0.03592626997092226)	('chr16', 0.04075125190855996)	('chr17', 0.057182556206868324)	('chr18', 0.01470756768492122)	('chr19', 0.053783913642333196)	('chr2', 0.07271697079057982)	('chr20', 0.02249285513451566)	('chr21', 0.010499873652440999)	('chr22', 0.019820693238804005)	('chr3', 0.055985137256158106)	('chr4', 0.03777727950571411)	('chr5', 0.044190895145762375)	('chr6', 0.04453982795377459)	('chr7', 0.048589783287243164)	('chr8', 0.030257215157436176)	('chr9', 0.042294329308006876)	('chr16_KI270853v1_alt', 0.0014175128394033549)	('chr17_KI270857v1_alt', 0.0021140971844069317)	('chr15_KI270905v1_alt', 0.0012933719138274056)	('chrX', 0.024975531282587882)	('chrY', 0.003385118037092796)
HG03105	('chr1', 0.10123110077651996)	('chr10', 0.04285111792800177)	('chr11', 0.04972153069157788)	('chr12', 0.05209828817254541)	('chr13', 0.02017578072255624)	('chr14', 0.031542513747738324)	('chr15', 0.036081118342769405)	('chr16', 0.03562065842618551)	('chr17', 0.049659105577487705)	('chr18', 0.01635202040294999)	('chr19', 0.0447796097902219)	('chr2', 0.08203622614165439)	('chr20', 0.02079651086090386)	('chr21', 0.010518462134621688)	('chr22', 0.017848042703752665)	('chr3', 0.057630267726697326)	('chr4', 0.04185824366190468)	('chr5', 0.04490636588217007)	('chr6', 0.044850578988491555)	('chr7', 0.05109971246653271)	('chr8', 0.033059290581944845)	('chr9', 0.04070975077374839)	('chr16_KI270853v1_alt', 0.001490062438681256)	('chr17_KI270857v1_alt', 0.0019323681953072336)	('chr15_KI270905v1_alt', 0.001354293872305577)	('chrX', 0.04671572510751333)	('chrY', 0.000836706496850544)
HG03139	('chr1', 0.10264158754865063)	('chr10', 0.044218799904248714)	('chr11', 0.05049854706475633)	('chr12', 0.053096012287649146)	('chr13', 0.020651537514619015)	('chr14', 0.03163415990433768)	('chr15', 0.03531781651358745)	('chr16', 0.03608811144737879)	('chr17', 0.049639871556860726)	('chr18', 0.016834584094023587)	('chr19', 0.04530023400000377)	('chr2', 0.08377173259318953)	('chr20', 0.02121569348616016)	('chr21', 0.010677043697289645)	('chr22', 0.017802600057019526)	('chr3', 0.05882746626053821)	('chr4', 0.04314196864160849)	('chr5', 0.04602428436216487)	('chr6', 0.04593313899904196)	('chr7', 0.05270084825271667)	('chr8', 0.03444743312817157)	('chr9', 0.0415644325431175)	('chr16_KI270853v1_alt', 0.0014318054594358032)	('chr17_KI270857v1_alt', 0.0018088670768830987)	('chr15_KI270905v1_alt', 0.0013223414383458072)	('chrX', 0.025857125527012807)	('chrY', 0.005497837023688249)
HG03157	('chr1', 0.10266058692339325)	('chr10', 0.04389147612994851)	('chr11', 0.050181441504159076)	('chr12', 0.052980248987340516)	('chr13', 0.02115657465667036)	('chr14', 0.031120109949741962)	('chr15', 0.036468580318841835)	('chr16', 0.03650399210188125)	('chr17', 0.04954195489696506)	('chr18', 0.017081434247717506)	('chr19', 0.04456582325113012)	('chr2', 0.083921370580204)	('chr20', 0.021094107168850722)	('chr21', 0.01065935289311366)	('chr22', 0.017523900197206347)	('chr3', 0.058831984479513086)	('chr4', 0.04343733198080922)	('chr5', 0.04606972874574192)	('chr6', 0.04603607231942014)	('chr7', 0.0527048320676341)	('chr8', 0.03352272906962699)	('chr9', 0.041569458348272)	('chr16_KI270853v1_alt', 0.0013966401427914507)	('chr17_KI270857v1_alt', 0.0018783332374415324)	('chr15_KI270905v1_alt', 0.0013459088829435005)	('chrX', 0.025656641955015925)	('chrY', 0.005550089771263673)
HG03267	('chr1', 0.10061698796840841)	('chr10', 0.04275996685478622)	('chr11', 0.0497111076681147)	('chr12', 0.05181517698311235)	('chr13', 0.020023184756832357)	('chr14', 0.030976646062896483)	('chr15', 0.03523992271159416)	('chr16', 0.036002809754011635)	('chr17', 0.04913939937473896)	('chr18', 0.01635519070159008)	('chr19', 0.04592030978899489)	('chr2', 0.08113227741479939)	('chr20', 0.020916266229235234)	('chr21', 0.010473245249494886)	('chr22', 0.017874267542084224)	('chr3', 0.0573703599442638)	('chr4', 0.041636673517501145)	('chr5', 0.044721487293767424)	('chr6', 0.04476994382635095)	('chr7', 0.05099289720205835)	('chr8', 0.033240267375425264)	('chr9', 0.04072610041870226)	('chr16_KI270853v1_alt', 0.0015417056472551006)	('chr17_KI270857v1_alt', 0.001824549973545097)	('chr15_KI270905v1_alt', 0.0012757068602599955)	('chrX', 0.0489079268520985)	('chrY', 0.0007896287451147936)
HG03303	('chr1', 0.10031939134915203)	('chr10', 0.04349011083321457)	('chr11', 0.049112206688205824)	('chr12', 0.052187409459584326)	('chr13', 0.021051811434755305)	('chr14', 0.031066297901263376)	('chr15', 0.03529731710640271)	('chr16', 0.03514814565398174)	('chr17', 0.04793955463120588)	('chr18', 0.016869137875140754)	('chr19', 0.042808338566732496)	('chr2', 0.08323525864998661)	('chr20', 0.020727079669301377)	('chr21', 0.010589121525009905)	('chr22', 0.01684475362827257)	('chr3', 0.058390686689834576)	('chr4', 0.04330753437207824)	('chr5', 0.04581659037127639)	('chr6', 0.04567039451738141)	('chr7', 0.050845022998244394)	('chr8', 0.033503657637030226)	('chr9', 0.041247323918957225)	('chr16_KI270853v1_alt', 0.0013848278929473616)	('chr17_KI270857v1_alt', 0.0015860409974832702)	('chr15_KI270905v1_alt', 0.0013079791457526464)	('chrX', 0.04779328047208654)	('chrY', 0.0008168801006065522)
HG03436	('chr1', 0.11034325647673257)	('chr10', 0.04217843762366004)	('chr11', 0.05460930049462729)	('chr12', 0.051457745325441714)	('chr13', 0.01754477987838602)	('chr14', 0.030824405384050308)	('chr15', 0.036553617448975895)	('chr16', 0.04020939059048527)	('chr17', 0.05740216924290939)	('chr18', 0.014701000799395042)	('chr19', 0.053176097548307606)	('chr2', 0.07237700591202643)	('chr20', 0.02249593810126579)	('chr21', 0.010400877714671252)	('chr22', 0.01940712091537803)	('chr3', 0.055977708474590215)	('chr4', 0.03885615286058206)	('chr5', 0.044042321397946255)	('chr6', 0.04493608053705771)	('chr7', 0.04777266017534238)	('chr8', 0.03157726118362405)	('chr9', 0.041996137500061065)	('chr16_KI270853v1_alt', 0.001336267619666918)	('chr17_KI270857v1_alt', 0.0025786853872694863)	('chr15_KI270905v1_alt', 0.0013059271195474842)	('chrX', 0.025412225833084567)	('chrY', 0.003283973453605133)
HG03437	('chr1', 0.10791909019088167)	('chr10', 0.041362683719077704)	('chr11', 0.053619698123514414)	('chr12', 0.05064261584091741)	('chr13', 0.01712321248903409)	('chr14', 0.030799487150391693)	('chr15', 0.035006518960581455)	('chr16', 0.04019317677374032)	('chr17', 0.05609556314382398)	('chr18', 0.01429609623599521)	('chr19', 0.05255824654928451)	('chr2', 0.07098154476984919)	('chr20', 0.022084065938295535)	('chr21', 0.010266685787810613)	('chr22', 0.019383536980168845)	('chr3', 0.05470766460411106)	('chr4', 0.037561643593471174)	('chr5', 0.04328686762304698)	('chr6', 0.043874757267436476)	('chr7', 0.046815345915464206)	('chr8', 0.030744461592017703)	('chr9', 0.04172020729524861)	('chr16_KI270853v1_alt', 0.001503936893382421)	('chr17_KI270857v1_alt', 0.0021177712310985067)	('chr15_KI270905v1_alt', 0.0010882515871167206)	('chrX', 0.047025184314237564)	('chrY', 0.000642059883203263)
HG03446	('chr1', 0.10126080343288764)	('chr10', 0.042941082496123543)	('chr11', 0.049622636158933156)	('chr12', 0.05175503608844114)	('chr13', 0.019991099852293543)	('chr14', 0.03059914969790428)	('chr15', 0.03511825657560112)	('chr16', 0.036368041333231904)	('chr17', 0.04939762856163804)	('chr18', 0.016400321223309443)	('chr19', 0.045587956347270434)	('chr2', 0.08119500500474479)	('chr20', 0.021020600796893437)	('chr21', 0.010704842576974401)	('chr22', 0.017669001117997157)	('chr3', 0.057373005806263346)	('chr4', 0.042196099861337495)	('chr5', 0.04500307412219943)	('chr6', 0.04462953639689977)	('chr7', 0.05127029510003503)	('chr8', 0.03342279174185045)	('chr9', 0.041010280524170835)	('chr16_KI270853v1_alt', 0.0014500821796449475)	('chr17_KI270857v1_alt', 0.0019259735468978123)	('chr15_KI270905v1_alt', 0.0013047959161509757)	('chrX', 0.046439433409583085)	('chrY', 0.000951394068711837)
HG03558	('chr1', 0.0972280010826551)	('chr10', 0.04210234658007527)	('chr11', 0.04913215494603934)	('chr12', 0.04394194335444501)	('chr13', 0.017248879119953407)	('chr14', 0.026836974125839637)	('chr15', 0.0389104337858878)	('chr16', 0.04563164891545201)	('chr17', 0.05095878621999395)	('chr18', 0.013912877352920456)	('chr19', 0.04629930055423216)	('chr2', 0.07630214902453054)	('chr20', 0.021312381562213146)	('chr21', 0.01075620779743046)	('chr22', 0.023919450002039738)	('chr3', 0.050890556169466826)	('chr4', 0.03528156213793079)	('chr5', 0.04367314202677777)	('chr6', 0.03881100773850548)	('chr7', 0.053932756831789)	('chr8', 0.034576661547681756)	('chr9', 0.04591588706819914)	('chr16_KI270853v1_alt', 0.0025168829977125205)	('chr17_KI270857v1_alt', 0.0021826452908783158)	('chr15_KI270905v1_alt', 0.0028178831786206493)	('chrX', 0.05023701615268546)	('chrY', 0.0011310787378722876)
HG03572	('chr1', 0.10936287268759344)	('chr10', 0.04128383262133505)	('chr11', 0.05332778216028282)	('chr12', 0.05032957708191219)	('chr13', 0.016942827998744952)	('chr14', 0.030785510041017705)	('chr15', 0.03519437362570358)	('chr16', 0.03984903858001756)	('chr17', 0.0553284909828371)	('chr18', 0.014477192554568538)	('chr19', 0.05256973581751503)	('chr2', 0.07119665252832431)	('chr20', 0.02213165045139802)	('chr21', 0.010187101207920012)	('chr22', 0.01934018528469134)	('chr3', 0.05506141223366755)	('chr4', 0.037502810519536446)	('chr5', 0.04335091416514549)	('chr6', 0.04349699766647485)	('chr7', 0.0470179276213414)	('chr8', 0.030635933238569602)	('chr9', 0.04148072777530071)	('chr16_KI270853v1_alt', 0.0013985907388141322)	('chr17_KI270857v1_alt', 0.0017155284221330477)	('chr15_KI270905v1_alt', 0.0012401218971546744)	('chrX', 0.04826344825658868)	('chrY', 0.0005983072097924217)
HG03603	('chr1', 0.10210159794063006)	('chr10', 0.043598387964944356)	('chr11', 0.05055154579221673)	('chr12', 0.05279287069369725)	('chr13', 0.020578089672871735)	('chr14', 0.03147284392089784)	('chr15', 0.035610072747255896)	('chr16', 0.036325404801359984)	('chr17', 0.04934469332739803)	('chr18', 0.01660019070314192)	('chr19', 0.04615786787691506)	('chr2', 0.08366850704127052)	('chr20', 0.021312840766745885)	('chr21', 0.010835619907241158)	('chr22', 0.017832374440135926)	('chr3', 0.05865675978396655)	('chr4', 0.04293041385374485)	('chr5', 0.04594409020518895)	('chr6', 0.045955157615849986)	('chr7', 0.05303529625577721)	('chr8', 0.03365207836539079)	('chr9', 0.04168167105932316)	('chr16_KI270853v1_alt', 0.0014973089068249837)	('chr17_KI270857v1_alt', 0.0014404577452209245)	('chr15_KI270905v1_alt', 0.0013984592650251545)	('chrX', 0.0258207737749521)	('chrY', 0.005550684973581874)
HG03619	('chr1', 0.0910658040027543)	('chr10', 0.04462119794646861)	('chr11', 0.04703393603150718)	('chr12', 0.048053399153331365)	('chr13', 0.025468013890483567)	('chr14', 0.030428162135062744)	('chr15', 0.03173752711712967)	('chr16', 0.032594816455730036)	('chr17', 0.03744340583515615)	('chr18', 0.021264848338780055)	('chr19', 0.0318702926027274)	('chr2', 0.08189275656838108)	('chr20', 0.021354136907573408)	('chr21', 0.012533333445721733)	('chr22', 0.01535565365590998)	('chr3', 0.06146174317978529)	('chr4', 0.05293211263744591)	('chr5', 0.052616133992820426)	('chr6', 0.04941638276721658)	('chr7', 0.05212908415008424)	('chr8', 0.0398586592795913)	('chr9', 0.041069002054774345)	('chr16_KI270853v1_alt', 0.0010976734056155305)	('chr17_KI270857v1_alt', 0.0009431460473659166)	('chr15_KI270905v1_alt', 0.001162765019787951)	('chrX', 0.05154591546742726)	('chrY', 0.0013989010729285576)
HG03672	('chr1', 0.10127493807229866)	('chr10', 0.04432113952636741)	('chr11', 0.05027763311413795)	('chr12', 0.05233120501619647)	('chr13', 0.020949647924336876)	('chr14', 0.031613529445651274)	('chr15', 0.0364843677185144)	('chr16', 0.03545849890550021)	('chr17', 0.047625070201920736)	('chr18', 0.017571819534262425)	('chr19', 0.04345487088912408)	('chr2', 0.08452392981979999)	('chr20', 0.021136017633458473)	('chr21', 0.010685257193467594)	('chr22', 0.01738563143662896)	('chr3', 0.059061036642732934)	('chr4', 0.0442564495142946)	('chr5', 0.04642714266504979)	('chr6', 0.046301521998708524)	('chr7', 0.05294025730279771)	('chr8', 0.03462206903575705)	('chr9', 0.04199135471200813)	('chr16_KI270853v1_alt', 0.0015039792166718765)	('chr17_KI270857v1_alt', 0.0015590256587248448)	('chr15_KI270905v1_alt', 0.001428265387269427)	('chrX', 0.026237320884761772)	('chrY', 0.00597768764843561)
HG03723	('chr1', 0.09917198512679275)	('chr10', 0.04353173390965642)	('chr11', 0.049253646240797304)	('chr12', 0.051688762833037756)	('chr13', 0.021083531798853385)	('chr14', 0.030918568455650483)	('chr15', 0.03582331505301297)	('chr16', 0.033673420391260575)	('chr17', 0.0450137851908009)	('chr18', 0.01723439409003056)	('chr19', 0.04070828917816105)	('chr2', 0.08456671898441381)	('chr20', 0.020496305449266016)	('chr21', 0.010391077155899948)	('chr22', 0.01638001431301936)	('chr3', 0.05851923569781933)	('chr4', 0.04466985670053477)	('chr5', 0.04622720412790063)	('chr6', 0.04589478546698858)	('chr7', 0.051557637584376814)	('chr8', 0.034089462141976994)	('chr9', 0.04128406999911699)	('chr16_KI270853v1_alt', 0.0015157127094509637)	('chr17_KI270857v1_alt', 0.0014581153371385751)	('chr15_KI270905v1_alt', 0.0014379892109495965)	('chrX', 0.0508992142596369)	('chrY', 0.0007587324520715675)
HG03790	('chr1', 0.10090301884832323)	('chr10', 0.044374511656080556)	('chr11', 0.049826126890954225)	('chr12', 0.05242115521661926)	('chr13', 0.021846435402010624)	('chr14', 0.03099374397600378)	('chr15', 0.036660910747152796)	('chr16', 0.03494133551807261)	('chr17', 0.04563095202432382)	('chr18', 0.01775876147049956)	('chr19', 0.04176457363917118)	('chr2', 0.08534040680233707)	('chr20', 0.021034125191386845)	('chr21', 0.0110419936607016)	('chr22', 0.016735393243450112)	('chr3', 0.05953887691685724)	('chr4', 0.045512471510122235)	('chr5', 0.04746535248846182)	('chr6', 0.04690646580403911)	('chr7', 0.053340018188449155)	('chr8', 0.034686922593005556)	('chr9', 0.04185396307838265)	('chr16_KI270853v1_alt', 0.001456065331106453)	('chr17_KI270857v1_alt', 0.0012558769605556903)	('chr15_KI270905v1_alt', 0.0014363872869941046)	('chrX', 0.0259373798464398)	('chrY', 0.005897999023243453)
HG03814	('chr1', 0.10067004012063369)	('chr10', 0.04285993967538448)	('chr11', 0.04977794314782445)	('chr12', 0.052424034196196116)	('chr13', 0.020209573001534205)	('chr14', 0.03165370360891847)	('chr15', 0.03558451152835434)	('chr16', 0.03544084654016822)	('chr17', 0.04863099787023941)	('chr18', 0.01654196020395636)	('chr19', 0.04508794509998446)	('chr2', 0.08245694632306895)	('chr20', 0.020964251336920908)	('chr21', 0.010538080536886962)	('chr22', 0.017592992101750127)	('chr3', 0.05820387851429549)	('chr4', 0.042212205945779)	('chr5', 0.04515516865719131)	('chr6', 0.04532139261046451)	('chr7', 0.05154116912905146)	('chr8', 0.032619011439381354)	('chr9', 0.04078365138631748)	('chr16_KI270853v1_alt', 0.0013953745313860723)	('chr17_KI270857v1_alt', 0.0013672243969616248)	('chr15_KI270905v1_alt', 0.001361136714517074)	('chrX', 0.047057547833587024)	('chrY', 0.0007360914751570638)
NA06989	('chr1', 0.0958253928301751)	('chr10', 0.043488928418082565)	('chr11', 0.04790317838688458)	('chr12', 0.047093088430942474)	('chr13', 0.02582558319073917)	('chr14', 0.030290595976623723)	('chr15', 0.031047807998104856)	('chr16', 0.03192769682753544)	('chr17', 0.038719338729702804)	('chr18', 0.021324613409421156)	('chr19', 0.031265665088084066)	('chr2', 0.0771066040309907)	('chr20', 0.02231871857728745)	('chr21', 0.012447465772113024)	('chr22', 0.014905232165859044)	('chr3', 0.06190102519739333)	('chr4', 0.053199432302495624)	('chr5', 0.05398202573251803)	('chr6', 0.050756471730398676)	('chr7', 0.04959315717225728)	('chr8', 0.039664796197865)	('chr9', 0.039967257982981765)	('chr16_KI270853v1_alt', 0.0007825934300223991)	('chr17_KI270857v1_alt', 0.0010744796282469696)	('chr15_KI270905v1_alt', 0.0009560330550543902)	('chrX', 0.05020654121200456)	('chrY', 0.0013304088310380784)
